585	4.95865	500	
586	5.09869	500	
686	4.85203	480	
1486	5.23704	500	
1536	5.25271	500	
1886	5.29712	500	
2036	5.2669	500	
2136	5.28339	500	
2186	5.1416	500	
2236	5.22577	500	
2386	5.22117	500	
587	5.28728	500	
637	2.97563	220	
687	4.99713	500	
737	5.01716	500	
837	4.77837	480	
887	4.88608	500	
987	4.86213	480	
1037	4.85392	480	
1187	4.97447	500	
1237	5.00615	500	
1287	5.11123	500	
1387	5.32963	500	
1437	5.41285	500	
1487	5.46489	500	
1537	5.49549	500	
1587	5.50097	500	
1637	5.47087	500	
1687	5.44895	500	
1737	5.49068	500	
1787	4.88558	500	
1887	5.54447	500	
1937	3.85379	320	
1987	5.42094	500	
2037	5.49362	500	
2087	4.96073	500	
2137	5.52593	500	
2187	5.34338	500	
2237	5.44865	500	
2287	5.41653	500	
2337	5.42922	500	
2387	5.45146	500	
2437	5.40963	500	
2487	5.43211	500	
388	4.77547	460	
438	4.15264	360	
588	5.5474	500	
638	3.01863	220	
688	5.20317	500	
738	5.09598	500	
788	4.7162	460	
838	4.99097	500	
888	5.07285	500	
938	5.06576	500	
988	5.06493	500	
1038	5.04139	500	
1088	5.12568	500	
1138	5.08188	500	
1188	5.17783	500	
1238	5.21802	500	
1288	5.33757	500	
1338	5.47848	500	
1388	5.60133	500	
1438	5.70558	500	
1488	5.77602	500	
1538	5.81647	500	
1588	5.82325	500	
1638	5.77311	500	
1688	5.7521	500	
1738	5.81167	500	
1788	5.07665	500	
1838	4.06433	340	
1888	5.87016	500	
1938	4.05542	340	
1988	5.72103	500	
2038	5.82753	500	
2088	5.21038	500	
2138	5.857	500	
2188	5.61435	500	
2238	5.74833	500	
2288	5.70109	500	
2338	5.72495	500	
2388	5.75482	500	
2438	5.69815	500	
2488	5.72875	500	
389	4.95426	500	
439	4.24035	360	
489	1.42556	160	
539	2.2459	180	
589	5.90954	500	
639	3.12281	240	
689	5.49965	500	
739	5.22724	500	
789	4.98027	500	
839	5.26812	500	
889	5.3589	500	
939	5.34369	500	
989	5.34429	500	
1039	5.32012	500	
1089	5.39426	500	
1139	5.35644	500	
1189	5.47228	500	
1239	5.5133	500	
1289	5.65454	500	
1339	5.82669	500	
1389	5.9798	500	
1439	6.11586	500	
1489	6.20536	500	
1539	6.25912	500	
1589	6.26789	500	
1639	6.19851	500	
1689	6.16934	500	
1739	6.26967	500	
1789	5.3711	500	
1839	4.33778	380	
1889	6.33609	500	
1939	4.34925	380	
1989	6.13761	500	
2039	6.27456	500	
2089	5.55033	500	
2139	6.31257	500	
2189	5.99951	500	
2239	6.16989	500	
2289	6.11206	500	
2339	6.12059	500	
2389	6.16029	500	
2439	6.09389	500	
2489	6.13523	500	
390	5.21966	500	
440	4.37393	400	
490	1.46279	160	
540	2.25476	180	
590	6.41415	500	
640	3.32491	260	
690	5.9189	500	
740	5.43687	500	
790	5.3609	500	
840	5.65229	500	
890	5.76166	500	
940	5.72449	500	
990	5.73038	500	
1040	5.69554	500	
1090	5.65641	500	
1140	5.7516	500	
1190	5.88203	500	
1240	5.93809	500	
1290	6.10746	500	
1340	6.31745	500	
1390	6.50823	500	
1440	6.68456	500	
1490	6.80434	500	
1540	6.87776	500	
1590	6.88831	500	
1640	6.78936	500	
1690	6.75018	500	
1740	6.89361	500	
1790	5.82168	500	
1840	4.75071	460	
1890	7.0063	500	
1940	4.79398	480	
1990	6.72321	500	
2040	6.89907	500	
2090	6.05423	500	
2140	6.95645	500	
2190	6.54904	500	
2240	6.73756	500	
2290	6.67183	500	
2340	6.68471	500	
2390	6.74916	500	
2440	6.64112	500	
2490	6.68813	500	
41	2.94509	220	
91	3.06755	220	
141	2.94805	220	
191	3.00051	220	
291	4.81166	480	
341	4.10688	340	
391	5.59018	500	
441	4.63292	440	
491	1.5784	160	
541	2.34593	180	
591	7.12765	500	
641	3.67618	280	
691	6.52957	500	
741	5.75948	500	
791	5.90632	500	
841	6.22705	500	
891	6.31508	500	
941	6.29861	500	
991	6.31792	500	
1041	6.25159	500	
1091	6.05554	500	
1141	6.31231	500	
1191	6.49573	500	
1241	6.57024	500	
1291	6.76121	500	
1341	7.01565	500	
1391	7.25588	500	
1441	7.48526	500	
1491	7.64777	500	
1541	7.74266	500	
1591	7.74478	500	
1641	7.62215	500	
1691	7.54434	500	
1741	7.77359	500	
1791	6.46838	500	
1841	5.37446	500	
1891	7.93074	500	
1941	5.46632	500	
1991	7.55482	500	
2041	7.78212	500	
2091	6.79701	500	
2141	7.86121	500	
2191	7.3262	500	
2241	7.56406	500	
2291	7.45288	500	
2341	7.46666	500	
2391	7.55672	500	
2441	7.4056	500	
2491	7.48941	500	
42	3.37302	260	
92	3.37818	260	
142	3.26319	240	
192	3.07322	220	
242	4.88999	500	
292	4.95724	500	
342	4.25618	380	
392	5.95892	500	
442	5.01551	500	
492	1.83077	160	
542	2.5638	180	
592	8.1038	500	
642	4.26136	380	
692	7.41934	500	
742	6.27141	500	
792	6.69538	500	
842	7.06642	500	
892	7.10416	500	
942	7.11681	500	
992	7.14602	500	
1042	7.05987	500	
1092	6.65755	500	
1142	7.12437	500	
1192	7.34608	500	
1242	7.4442	500	
1292	7.6834	500	
1342	7.97966	500	
1392	8.333	500	
1442	8.62647	500	
1492	8.84883	500	
1542	8.93684	500	
1592	8.94638	500	
1642	8.78946	500	
1692	8.69366	500	
1742	8.94802	500	
1792	7.40536	500	
1842	6.32215	500	
1892	9.12957	500	
1942	6.4713	500	
1992	8.73613	500	
2042	8.96549	500	
2092	7.8778	500	
2142	9.04557	500	
2192	8.4536	500	
2242	8.71943	500	
2292	8.57511	500	
2342	8.59097	500	
2392	8.70348	500	
2442	8.47726	500	
2492	8.5917	500	
43	3.48792	260	
93	3.72059	300	
143	3.68717	300	
193	3.22762	240	
243	5.43549	500	
293	5.17317	500	
343	4.49361	420	
393	6.4999	500	
443	5.6807	500	
493	2.2905	180	
543	2.97379	220	
593	9.52191	500	
643	5.21355	500	
693	8.69335	500	
743	7.05534	500	
793	7.76032	500	
843	8.28234	500	
893	8.06231	500	
943	8.07051	500	
993	8.24294	500	
1043	8.17752	500	
1093	7.56053	500	
1143	8.24475	500	
1193	8.38029	500	
1243	8.58138	500	
1293	8.86266	500	
1343	9.17763	500	
1393	9.67693	500	
1443	10.0641	500	
1493	10.3778	500	
1543	10.5039	500	
1593	10.5201	500	
1643	10.2688	500	
1693	10.1646	500	
1743	10.5421	500	
1793	8.81224	500	
1843	7.653	500	
1893	10.8155	500	
1943	7.93155	500	
1993	10.2685	500	
2043	10.558	500	
2093	9.35663	500	
2143	10.6809	500	
2193	9.89353	500	
2243	10.1928	500	
2293	10.0186	500	
2343	10.0452	500	
2393	10.1431	500	
2443	9.90718	500	
2493	10.0371	500	
44	4.01828	340	
94	4.18631	360	
144	4.18919	360	
194	3.5212	280	
244	5.65969	500	
294	5.53962	500	
344	4.86805	500	
394	7.29494	500	
444	6.73087	500	
494	3.09848	220	
544	3.72085	300	
594	11.659	500	
644	6.74536	500	
694	10.3183	500	
744	8.26387	500	
794	9.17411	500	
844	10.0665	500	
894	9.46429	500	
944	9.46604	500	
994	9.68697	500	
1044	9.6022	500	
1094	8.90883	500	
1144	9.69372	500	
1194	9.85411	500	
1244	10.1227	500	
1294	10.5033	500	
1344	10.939	500	
1394	11.6309	500	
1444	12.1799	500	
1494	12.6443	500	
1544	12.8477	500	
1594	12.8534	500	
1644	12.4539	500	
1694	12.3736	500	
1744	12.9192	500	
1794	10.7545	500	
1844	9.56318	500	
1894	13.3309	500	
1944	9.93995	500	
1994	12.574	500	
2044	12.9407	500	
2094	11.4918	500	
2144	13.1197	500	
2194	12.051	500	
2244	12.3738	500	
2294	12.1164	500	
2344	12.0836	500	
2394	12.2532	500	
2444	11.9018	500	
2494	12.0884	500	
45	4.87266	500	
95	4.98715	500	
145	5.00275	500	
195	4.08147	340	
245	5.91106	500	
295	6.15801	500	
345	5.47507	500	
395	8.47975	500	
445	8.39787	500	
495	4.47868	420	
545	5.00675	500	
595	14.8787	500	
645	9.19508	500	
695	12.761	500	
745	10.2001	500	
795	11.2988	500	
845	12.3161	500	
895	11.5222	500	
945	11.5379	500	
995	11.8107	500	
1045	11.7194	500	
1095	10.9727	500	
1145	11.8413	500	
1195	12.0292	500	
1245	12.3924	500	
1295	12.9274	500	
1345	13.553	500	
1395	14.5538	500	
1445	15.353	500	
1495	16.0308	500	
1545	16.3474	500	
1595	16.3603	500	
1645	15.7184	500	
1695	15.7253	500	
1745	16.6009	500	
1795	13.8064	500	
1845	12.5894	500	
1895	17.1522	500	
1945	13.1262	500	
1995	16.0976	500	
2045	16.5479	500	
2095	14.8043	500	
2145	16.8139	500	
2195	15.3752	500	
2245	15.67	500	
2295	15.2561	500	
2345	15.1608	500	
2395	15.3594	500	
2445	14.8832	500	
2495	15.1449	500	
46	6.2699	500	
96	6.37599	500	
146	6.37129	500	
196	5.16457	500	
246	6.00531	500	
296	7.26014	500	
346	6.49058	500	
396	10.2831	500	
446	11.1679	500	
496	6.83178	500	
546	7.23578	500	
596	19.7093	500	
646	13.1097	500	
696	16.5148	500	
746	13.3354	500	
796	14.5563	500	
846	15.6213	500	
896	14.6243	500	
946	14.6885	500	
996	14.9986	500	
1046	14.9364	500	
1096	14.1092	500	
1146	15.0967	500	
1196	15.3081	500	
1246	15.7969	500	
1296	16.5623	500	
1346	17.4934	500	
1396	18.9033	500	
1446	20.0264	500	
1496	21.1571	500	
1546	21.6895	500	
1596	21.7258	500	
1646	20.7179	500	
1696	20.8831	500	
1746	22.0785	500	
1796	18.723	500	
1846	17.4092	500	
1896	23.006	500	
1946	18.2032	500	
1996	21.5876	500	
2046	22.1346	500	
2096	19.984	500	
2146	22.4668	500	
2196	20.5482	500	
2246	20.7168	500	
2296	20.095	500	
2346	19.7708	500	
2396	20.0433	500	
2446	19.4284	500	
2496	19.7649	500	
47	8.60779	500	
97	8.99043	500	
147	8.82981	500	
197	7.106	500	
247	6.4674	500	
297	9.36396	500	
347	8.27905	500	
397	13.1045	500	
447	15.8606	500	
497	10.9709	500	
547	11.0276	500	
597	26.9732	500	
647	19.3747	500	
697	22.4366	500	
747	18.3611	500	
797	19.6965	500	
847	20.6371	500	
897	19.4332	500	
947	19.6257	500	
997	19.9458	500	
1047	19.9724	500	
1097	19.1144	500	
1147	20.1941	500	
1197	20.4073	500	
1247	21.0642	500	
1297	22.171	500	
1347	23.6046	500	
1397	25.6384	500	
1447	27.274	500	
1497	29.0072	500	
1597	30.1206	500	
1647	28.6167	500	
1697	29.1731	500	
1747	30.8938	500	
1797	26.6429	500	
1847	25.2263	500	
1897	32.166	500	
1947	26.4361	500	
1997	30.3045	500	
2097	28.2998	500	
2297	27.6747	500	
2347	27.0328	500	
2447	26.6012	500	
2497	26.9971	500	
48	12.7397	500	
98	14.528	500	
148	14.0431	500	
198	8.56719	500	
248	6.6113	500	
298	14.036	500	
348	11.9346	500	
398	17.6766	500	
448	24.4732	500	
498	18.8702	500	
548	16.8474	500	
598	38.3286	500	
648	29.6377	500	
698	32.1044	500	
798	28.2	500	
948	27.7503	500	
1098	27.2925	500	
1148	28.5567	500	
1248	29.6614	500	
1348	33.5853	500	
1848	38.4172	500	
2448	38.4245	500	
49	25.2818	500	
99	38.1186	500	
149	42.2069	500	
199	21.5771	500	
249	6.38525	500	
299	39.3435	500	
349	23.4533	500	
399	4.57832	420	
499	44.9415	500	
549	38.6251	500	
